66274;2571;30.504238;32.046436;40.322086;0.330367;77.485443;0.125994;0.837773;0.749261;0.613701;9.973508;0.941838;5
72444;2703;36.110973;33.168507;44.542568;0.33008;81.062675;0.124601;0.804436;0.815455;0.582598;12.455823;0.934133;5
72873;2712;33.404541;35.46553;44.076115;0.330476;80.200607;0.124508;0.70884;0.822621;0.580472;9.869145;0.943279;5
59104;2469;26.218147;29.614697;35.613476;0.329779;74.484123;0.121839;0.794761;0.697697;0.650695;8.573415;0.949014;5
66259;2640;29.910465;32.809891;40.369793;0.330189;78.009277;0.119467;0.580752;0.743855;0.614005;8.746777;0.950832;5
69106;2709;31.198509;34.083942;41.872704;0.329745;78.863693;0.118333;0.581482;0.781189;0.599423;9.044477;0.945389;5
55449;2340;26.362278;26.072113;33.89838;0.330313;72.386002;0.127254;0.816879;0.660522;0.670045;9.882665;0.949617;5
69996;2685;34.355057;32.599087;43.163918;0.329846;80.322159;0.12201;0.527135;0.80046;0.594808;11.907342;0.934916;5
70906;2787;35.354504;32.637466;43.61166;0.330029;80.744316;0.114715;0.477998;0.817551;0.59032;10.946447;0.944967;5
55974;2385;27.703594;25.635931;34.482677;0.330131;73.36393;0.123657;0.817;0.653845;0.667383;10.303628;0.948523;5
65726;2607;33.142441;29.955521;40.71925;0.330089;78.911842;0.121525;0.559145;0.708674;0.617083;10.947877;0.953562;5
64692;2562;33.037365;29.263037;39.783009;0.330083;78.543465;0.123852;0.610939;0.722253;0.622199;11.265676;0.950229;5
60706;2502;27.993832;29.606806;37.393845;0.329829;75.749451;0.121862;0.636979;0.685633;0.642562;8.914371;0.950891;5
62680;2544;29.395826;30.629925;38.581024;0.329517;77.827324;0.121704;0.650159;0.733098;0.631934;10.715921;0.93707;5
64522;2586;29.73694;31.789873;39.508133;0.329872;78.209404;0.121244;0.683069;0.736698;0.622618;10.616671;0.93752;5
63040;2508;33.53117;27.382217;39.655624;0.33032;77.64399;0.125942;0.748298;0.731357;0.630493;13.243433;0.944907;5
66169;2595;33.325462;30.33391;41.305077;0.330017;79.423141;0.123478;0.528136;0.744817;0.614365;12.049147;0.945894;5
68180;2655;34.817009;30.865843;42.576759;0.329946;80.104042;0.121545;0.549707;0.78316;0.604057;11.944733;0.946678;5
54562;2358;22.776709;28.03985;32.775734;0.329702;70.714241;0.123314;0.87065;0.642766;0.674836;7.079547;0.950393;5
63792;2613;28.113388;32.159046;38.619198;0.32994;76.829201;0.117408;0.589822;0.713227;0.627031;7.584026;0.947906;5
65303;2640;28.657936;32.923435;39.428505;0.329304;77.175728;0.117743;0.574604;0.746846;0.618805;7.60277;0.94291;5
73690;2727;35.742271;33.383987;45.307701;0.330637;78.997543;0.124523;0.822908;0.846084;0.576292;11.236952;0.931328;5
85052;2988;42.574657;38.455536;52.167572;0.330354;84.884087;0.119711;0.627581;0.894204;0.522675;12.103064;0.935376;5
83874;2937;41.146698;38.111671;51.201488;0.330211;83.351181;0.122188;0.582713;0.905171;0.528304;11.459962;0.932586;5
59463;2472;26.15959;29.229277;36.108631;0.329455;72.925293;0.122281;0.884768;0.708574;0.648739;8.254935;0.944286;5
74583;2934;33.794655;36.423233;45.376522;0.32848;80.401031;0.108875;0.528169;0.835341;0.572175;9.093019;0.942842;5
72896;2856;30.458128;37.06683;43.845757;0.328831;77.909904;0.112305;0.57371;0.824405;0.580344;7.429087;0.942765;5
67865;2592;31.652361;32.03653;41.746311;0.330316;77.356705;0.126936;0.869606;0.755255;0.605728;10.04108;0.94642;5
77993;2823;35.707802;36.984543;47.387386;0.330037;80.146271;0.122983;0.681529;0.877782;0.555305;10.484863;0.930989;5
79969;2838;37.648937;37.4916;48.909027;0.330359;81.8106;0.124769;0.653056;0.895908;0.545897;10.620699;0.930502;5
65885;2646;30.598186;31.176966;39.676895;0.329201;76.053879;0.118254;0.806785;0.789708;0.615324;10.409653;0.936447;5
73149;2715;34.238499;34.872498;43.711502;0.330183;80.031868;0.124703;0.774639;0.807484;0.579496;11.218134;0.931302;5
69260;2661;32.815887;32.408836;42.302456;0.330097;78.111153;0.122914;0.772917;0.797206;0.598514;10.866499;0.936985;5
52846;2304;26.19721;23.178154;32.64146;0.330234;68.982681;0.1251;0.887518;0.645103;0.683933;10.545635;0.944902;5
67706;2667;34.684315;29.250853;41.894829;0.330381;76.934563;0.119616;0.588739;0.747169;0.607213;10.86548;0.94583;5
67973;2664;35.473343;29.121319;42.49258;0.33033;77.820328;0.120359;0.512352;0.773611;0.605378;11.356071;0.940747;5
56237;2364;26.631628;25.867367;34.586102;0.330442;71.24334;0.126455;0.870188;0.653965;0.665965;9.419752;0.950124;5
66929;2694;33.791145;29.653315;41.934757;0.328654;77.612648;0.115885;0.566313;0.727603;0.6112;10.549873;0.950312;5
